ID,BackToBack,Home,Team1OffenseRanking,Team1DefenseRanking,Team2OffenseRanking,Team2DefenseRanking,Team1LastNRecord,Team2LastNRecord,ConsensusSpread,ConsensusTotal,AgainstTheSpread,AgainstTheTotal
12-25-2016 => CHI @ SAS,10.00,-10.00,0.14,6.91,6.31,8.29,0.30,0.80,2.57,8.22,0.01,10.00
12-25-2016 => SAS vs CHI,10.00,10.00,6.31,8.29,0.14,6.91,0.80,0.30,7.43,8.22,10.00,10.00
12-25-2016 => MIN @ OKC,10.00,-10.00,3.23,3.50,4.93,4.75,0.30,0.60,3.86,8.76,0.01,5.00
12-25-2016 => OKC vs MIN,10.00,10.00,4.93,4.75,3.23,3.50,0.60,0.30,6.14,8.76,10.00,5.00
12-25-2016 => LAC @ LAL,10.00,-10.00,6.59,4.10,4.42,2.08,0.60,0.20,5.71,8.65,0.01,6.25
12-25-2016 => LAL vs LAC,10.00,10.00,4.42,2.08,6.59,4.10,0.20,0.60,4.29,8.65,10.00,6.25
12-26-2016 => MIL @ WAS,-10.00,-10.00,5.21,5.39,5.81,3.64,0.40,0.60,4.00,8.80,3.93,3.57
12-26-2016 => WAS vs MIL,-10.00,10.00,5.81,3.64,5.21,5.39,0.60,0.40,6.00,8.80,6.07,3.57
12-26-2016 => MEM @ ORL,-10.00,-10.00,0.51,10.00,5.30,1.39,0.60,0.40,5.86,7.97,0.01,10.00
12-26-2016 => ORL vs MEM,-10.00,10.00,5.30,1.39,0.51,10.00,0.40,0.60,4.14,7.97,10.00,10.00
12-26-2016 => CHA @ BKN,-10.00,-10.00,3.50,7.19,5.90,0.01,0.60,0.20,6.86,8.98,0.01,10.00
12-26-2016 => BKN vs CHA,-10.00,10.00,5.90,0.01,3.50,7.19,0.20,0.60,3.14,8.98,10.00,10.00
12-26-2016 => CLE @ DET,10.00,-10.00,7.00,7.14,0.01,6.86,0.90,0.30,3.57,8.45,0.01,1.97
12-26-2016 => DET vs CLE,-10.00,10.00,0.01,6.86,7.00,7.14,0.30,0.90,6.43,8.45,10.00,1.97
12-26-2016 => IND @ CHI,-10.00,-10.00,4.61,5.85,0.56,6.13,0.50,0.30,4.43,8.51,2.86,0.01
12-26-2016 => CHI vs IND,10.00,10.00,0.56,6.13,4.61,5.85,0.30,0.50,5.57,8.51,7.14,0.01
12-26-2016 => DAL @ NOP,-10.00,-10.00,1.25,7.14,3.87,2.81,0.50,0.40,3.72,8.24,3.22,10.00
12-26-2016 => NOP vs DAL,-10.00,10.00,3.87,2.81,1.25,7.14,0.40,0.50,6.28,8.24,6.78,10.00
12-26-2016 => PHO @ HOU,-10.00,-10.00,6.27,0.56,10.00,5.62,0.30,0.80,1.43,9.50,2.50,10.00
12-26-2016 => HOU vs PHO,-10.00,10.00,10.00,5.62,6.27,0.56,0.80,0.30,8.57,9.50,7.50,10.00
12-26-2016 => ATL @ MIN,-10.00,-10.00,4.52,2.49,3.64,3.18,0.50,0.30,5.43,8.59,0.01,0.01
12-26-2016 => MIN vs ATL,10.00,10.00,3.64,3.18,4.52,2.49,0.30,0.50,4.57,8.59,10.00,0.01
12-26-2016 => TOR @ POR,-10.00,-10.00,9.72,6.08,4.84,0.93,0.80,0.10,7.28,8.92,2.15,0.01
12-26-2016 => POR vs TOR,-10.00,10.00,4.84,0.93,9.72,6.08,0.10,0.80,2.72,8.92,7.85,0.01
12-26-2016 => DEN @ LAC,-10.00,-10.00,7.00,2.58,6.77,4.29,0.50,0.60,6.28,8.61,4.64,4.82
12-26-2016 => LAC vs DEN,10.00,10.00,6.77,4.29,7.00,2.58,0.60,0.50,3.72,8.61,5.36,4.82
12-26-2016 => PHI @ SAC,-10.00,-10.00,2.86,5.48,3.37,5.81,0.30,0.60,2.57,8.49,9.64,3.75
12-26-2016 => SAC vs PHI,-10.00,10.00,3.37,5.81,2.86,5.48,0.60,0.30,7.43,8.49,0.36,3.75
12-27-2016 => MEM @ BOS,10.00,-10.00,0.62,10.00,5.24,5.71,0.50,0.60,2.86,8.18,3.22,10.00
12-27-2016 => BOS vs MEM,-10.00,10.00,5.24,5.71,0.62,10.00,0.60,0.50,7.14,8.18,6.78,10.00
12-27-2016 => OKC @ MIA,-10.00,-10.00,5.38,5.37,2.76,5.42,0.60,0.30,6.28,8.36,10.00,4.11
12-27-2016 => MIA vs OKC,-10.00,10.00,2.76,5.42,5.38,5.37,0.30,0.60,3.72,8.36,0.01,4.11
12-27-2016 => HOU @ DAL,10.00,-10.00,10.00,5.37,1.81,8.42,0.80,0.50,6.43,8.63,10.00,10.00
12-27-2016 => DAL vs HOU,10.00,10.00,1.81,8.42,10.00,5.37,0.50,0.80,3.57,8.63,0.01,10.00
12-27-2016 => UTA @ LAL,-10.00,-10.00,1.34,10.00,4.19,3.40,0.60,0.30,6.57,8.43,2.50,4.29
12-27-2016 => LAL vs UTA,-10.00,10.00,4.19,3.40,1.34,10.00,0.30,0.60,3.43,8.43,7.50,4.29
12-28-2016 => IND @ WAS,-10.00,-10.00,3.12,6.76,4.89,5.29,0.40,0.70,3.86,8.86,3.57,5.54
12-28-2016 => WAS vs IND,-10.00,10.00,4.89,5.29,3.12,6.76,0.70,0.40,6.14,8.86,6.43,5.54
12-28-2016 => CHA @ ORL,-10.00,-10.00,3.51,7.06,5.89,2.55,0.50,0.50,6.28,8.45,10.00,10.00
12-28-2016 => ORL vs CHA,-10.00,10.00,5.89,2.55,3.51,7.06,0.50,0.50,3.72,8.45,0.01,10.00
12-28-2016 => NYK @ ATL,-10.00,-10.00,5.58,1.87,4.33,4.17,0.40,0.50,3.43,8.72,6.07,1.08
12-28-2016 => ATL vs NYK,-10.00,10.00,4.33,4.17,5.58,1.87,0.50,0.40,6.57,8.72,3.93,1.08
12-28-2016 => MIL @ DET,-10.00,-10.00,4.98,5.59,0.01,7.69,0.40,0.30,4.00,8.41,10.00,8.39
12-28-2016 => DET vs MIL,-10.00,10.00,0.01,7.69,4.98,5.59,0.30,0.40,6.00,8.41,0.01,8.39
12-28-2016 => BKN @ CHI,-10.00,-10.00,5.67,0.35,0.13,7.15,0.30,0.30,2.29,8.82,10.00,0.18
12-28-2016 => CHI vs BKN,-10.00,10.00,0.13,7.15,5.67,0.35,0.30,0.30,7.71,8.82,0.01,0.18
12-28-2016 => LAC @ NOP,-10.00,-10.00,4.85,4.85,4.46,3.09,0.50,0.50,5.43,8.65,1.08,1.61
12-28-2016 => NOP vs LAC,-10.00,10.00,4.46,3.09,4.85,4.85,0.50,0.50,4.57,8.65,8.92,1.61
12-28-2016 => PHO @ SAS,-10.00,-10.00,6.15,0.01,6.36,8.72,0.30,0.80,1.86,8.86,0.01,5.89
12-28-2016 => SAS vs PHO,-10.00,10.00,6.36,8.72,6.15,0.01,0.80,0.30,8.14,8.86,10.00,5.89
12-28-2016 => MIN @ DEN,-10.00,-10.00,2.99,5.39,6.41,2.89,0.40,0.50,3.86,8.96,6.43,1.79
12-28-2016 => DEN vs MIN,-10.00,10.00,6.41,2.89,2.99,5.39,0.50,0.40,6.14,8.96,3.57,1.79
12-28-2016 => SAC @ POR,-10.00,-10.00,2.21,5.98,3.68,2.31,0.60,0.10,4.57,8.53,0.01,0.01
12-28-2016 => POR vs SAC,-10.00,10.00,3.68,2.31,2.21,5.98,0.10,0.60,5.43,8.53,10.00,0.01
12-28-2016 => TOR @ GSW,-10.00,-10.00,7.53,6.47,6.88,7.35,0.80,0.70,2.29,9.40,4.64,6.61
12-28-2016 => GSW vs TOR,-10.00,10.00,6.88,7.35,7.53,6.47,0.70,0.80,7.71,9.40,5.36,6.61
12-29-2016 => MIA @ CHA,-10.00,-10.00,2.50,5.47,4.96,6.07,0.30,0.50,3.29,8.45,2.86,0.01
12-29-2016 => CHA vs MIA,10.00,10.00,4.96,6.07,2.50,5.47,0.50,0.30,6.71,8.45,7.14,0.01
12-29-2016 => OKC @ MEM,-10.00,-10.00,5.22,5.93,1.25,8.69,0.70,0.40,4.71,8.16,0.01,3.75
12-29-2016 => MEM vs OKC,-10.00,10.00,1.25,8.69,5.22,5.93,0.40,0.70,5.29,8.16,10.00,3.75
12-29-2016 => BOS @ CLE,-10.00,-10.00,5.60,5.79,5.39,7.01,0.70,0.80,3.29,8.96,5.00,10.00
12-29-2016 => CLE vs BOS,-10.00,10.00,5.39,7.01,5.60,5.79,0.80,0.70,6.71,8.96,5.00,10.00
12-29-2016 => PHI @ UTA,-10.00,-10.00,2.29,6.59,1.04,10.00,0.30,0.60,1.00,8.12,2.86,0.18
12-29-2016 => UTA vs PHI,-10.00,10.00,1.04,10.00,2.29,6.59,0.60,0.30,9.00,8.12,7.14,0.18
12-29-2016 => TOR @ PHO,10.00,-10.00,7.50,6.40,6.33,0.01,0.80,0.30,7.43,9.23,0.01,0.01
12-29-2016 => PHO vs TOR,10.00,10.00,6.33,0.01,7.50,6.40,0.30,0.80,2.57,9.23,10.00,0.01
12-29-2016 => DAL @ LAL,-10.00,-10.00,1.51,7.52,3.32,4.44,0.40,0.30,3.86,8.47,10.00,0.01
12-29-2016 => LAL vs DAL,-10.00,10.00,3.32,4.44,1.51,7.52,0.30,0.40,6.14,8.47,0.01,0.01
12-30-2016 => CHI @ IND,-10.00,-10.00,0.01,6.27,3.23,5.85,0.30,0.40,3.86,8.36,0.72,8.39
12-30-2016 => IND vs CHI,-10.00,10.00,3.23,5.85,0.01,6.27,0.40,0.30,6.14,8.36,9.28,8.39
12-30-2016 => BKN @ WAS,-10.00,-10.00,4.96,0.15,5.73,3.49,0.20,0.70,2.86,9.09,0.01,2.50
12-30-2016 => WAS vs BKN,-10.00,10.00,5.73,3.49,4.96,0.15,0.70,0.20,7.14,9.09,10.00,2.50
12-30-2016 => MIA @ BOS,10.00,-10.00,2.42,5.47,6.55,3.54,0.30,0.70,2.29,8.39,9.64,10.00
12-30-2016 => BOS vs MIA,10.00,10.00,6.55,3.54,2.42,5.47,0.70,0.30,7.71,8.39,0.36,10.00
12-30-2016 => NYK @ NOP,-10.00,-10.00,5.78,2.27,4.35,3.96,0.40,0.60,4.00,8.90,0.01,0.01
12-30-2016 => NOP vs NYK,-10.00,10.00,4.35,3.96,5.78,2.27,0.60,0.40,6.00,8.90,10.00,0.01
12-30-2016 => LAC @ HOU,-10.00,-10.00,3.88,4.86,10.00,4.10,0.40,0.80,2.00,8.98,0.01,10.00
12-30-2016 => HOU vs LAC,-10.00,10.00,10.00,4.10,3.88,4.86,0.80,0.40,8.00,8.98,10.00,10.00
12-30-2016 => MIL @ MIN,-10.00,-10.00,5.17,5.33,3.58,5.09,0.40,0.40,4.71,8.63,0.01,7.14
12-30-2016 => MIN vs MIL,-10.00,10.00,3.58,5.09,5.17,5.33,0.40,0.40,5.29,8.63,10.00,7.14
12-30-2016 => DET @ ATL,-10.00,-10.00,0.78,5.24,4.48,3.54,0.30,0.60,4.29,8.24,1.79,6.25
12-30-2016 => ATL vs DET,-10.00,10.00,4.48,3.54,0.78,5.24,0.60,0.30,5.71,8.24,8.21,6.25
12-30-2016 => POR @ SAS,-10.00,-10.00,4.40,1.51,7.58,7.59,0.20,0.90,2.15,8.34,0.72,5.71
12-30-2016 => SAS vs POR,-10.00,10.00,7.58,7.59,4.40,1.51,0.90,0.20,7.85,8.34,9.28,5.71
12-30-2016 => PHI @ DEN,10.00,-10.00,1.64,5.80,6.16,2.74,0.30,0.60,2.15,8.82,10.00,10.00
12-30-2016 => DEN vs PHI,-10.00,10.00,6.16,2.74,1.64,5.80,0.60,0.30,7.85,8.82,0.01,10.00
12-30-2016 => DAL @ GSW,10.00,-10.00,2.11,7.40,8.27,6.37,0.50,0.80,0.01,8.86,10.00,2.32
12-30-2016 => GSW vs DAL,-10.00,10.00,8.27,6.37,2.11,7.40,0.80,0.50,10.00,8.86,0.01,2.32
12-31-2016 => MEM @ SAC,-10.00,-10.00,1.29,8.06,1.59,5.14,0.40,0.60,5.57,8.08,10.00,10.00
12-31-2016 => SAC vs MEM,-10.00,10.00,1.59,5.14,1.29,8.06,0.60,0.40,4.43,8.08,0.01,10.00
12-31-2016 => MIL @ CHI,10.00,-10.00,4.17,5.24,0.31,5.71,0.40,0.30,4.14,8.43,10.00,7.85
12-31-2016 => CHI vs MIL,10.00,10.00,0.31,5.71,4.17,5.24,0.30,0.40,5.86,8.43,0.01,7.85
12-31-2016 => CLE @ CHA,-10.00,-10.00,5.08,5.33,3.71,5.28,0.80,0.50,5.29,8.69,10.00,10.00
12-31-2016 => CHA vs CLE,-10.00,10.00,3.71,5.28,5.08,5.33,0.50,0.80,4.71,8.69,0.01,10.00
12-31-2016 => NYK @ HOU,10.00,-10.00,4.70,2.08,10.00,2.74,0.30,0.80,1.43,9.27,8.92,10.00
12-31-2016 => HOU vs NYK,10.00,10.00,10.00,2.74,4.70,2.08,0.80,0.30,8.57,9.27,1.08,10.00
12-31-2016 => PHO @ UTA,-10.00,-10.00,4.85,0.01,0.50,10.00,0.30,0.60,1.72,8.57,9.64,0.01
12-31-2016 => UTA vs PHO,-10.00,10.00,0.50,10.00,4.85,0.01,0.60,0.30,8.28,8.57,0.36,0.01
12-31-2016 => LAC @ OKC,10.00,-10.00,3.56,3.35,3.90,4.01,0.30,0.60,2.43,8.65,0.01,2.32
12-31-2016 => OKC vs LAC,-10.00,10.00,3.90,4.01,3.56,3.35,0.60,0.30,7.57,8.65,10.00,2.32
01-01-2017 => SAS @ ATL,-10.00,-10.00,5.79,7.05,3.95,2.63,0.90,0.60,6.43,8.24,0.01,10.00
01-01-2017 => ATL vs SAS,-10.00,10.00,3.95,2.63,5.79,7.05,0.60,0.90,3.57,8.24,10.00,10.00
01-01-2017 => DET @ MIA,-10.00,-10.00,0.01,3.73,2.62,4.10,0.20,0.30,6.86,8.20,6.78,7.32
01-01-2017 => MIA vs DET,-10.00,10.00,2.62,4.10,0.01,3.73,0.30,0.20,3.14,8.20,3.22,7.32
01-01-2017 => ORL @ IND,-10.00,-10.00,5.57,0.56,2.55,5.48,0.50,0.40,3.29,8.65,0.01,9.10
01-01-2017 => IND vs ORL,-10.00,10.00,2.55,5.48,5.57,0.56,0.40,0.50,6.71,8.65,10.00,9.10
01-01-2017 => POR @ MIN,-10.00,-10.00,3.18,1.16,3.40,5.07,0.20,0.50,3.29,8.59,10.00,0.01
01-01-2017 => MIN vs POR,-10.00,10.00,3.40,5.07,3.18,1.16,0.50,0.20,6.71,8.59,0.01,0.01
01-01-2017 => TOR @ LAL,-10.00,-10.00,5.24,5.02,2.77,3.27,0.70,0.30,7.28,9.02,5.71,10.00
01-01-2017 => LAL vs TOR,-10.00,10.00,2.77,3.27,5.24,5.02,0.30,0.70,2.72,9.02,4.29,10.00
01-02-2017 => OKC @ MIL,-10.00,-10.00,4.40,4.42,4.36,5.07,0.70,0.50,4.57,8.82,3.22,0.01
01-02-2017 => MIL vs OKC,-10.00,10.00,4.36,5.07,4.40,4.42,0.50,0.70,5.43,8.82,6.78,0.01
01-02-2017 => NOP @ CLE,-10.00,-10.00,3.05,4.42,5.53,3.46,0.60,0.80,2.43,9.00,5.71,0.01
01-02-2017 => CLE vs NOP,-10.00,10.00,5.53,3.46,3.05,4.42,0.80,0.60,7.57,9.00,4.29,0.01
01-02-2017 => UTA @ BKN,-10.00,-10.00,0.01,10.00,3.95,0.01,0.70,0.20,6.86,8.51,8.92,0.01
01-02-2017 => BKN vs UTA,-10.00,10.00,3.95,0.01,0.01,10.00,0.20,0.70,3.14,8.51,1.08,0.01
01-02-2017 => ORL @ NYK,10.00,-10.00,5.15,0.74,4.62,0.56,0.50,0.20,3.86,8.69,10.00,7.68
01-02-2017 => NYK vs ORL,-10.00,10.00,4.62,0.56,5.15,0.74,0.20,0.50,6.14,8.69,0.01,7.68
01-02-2017 => CHA @ CHI,-10.00,-10.00,3.65,4.24,0.08,4.52,0.50,0.30,5.43,8.24,0.01,10.00
01-02-2017 => CHI vs CHA,-10.00,10.00,0.08,4.52,3.65,4.24,0.30,0.50,4.57,8.24,10.00,10.00
01-02-2017 => WAS @ HOU,-10.00,-10.00,5.15,3.18,10.00,1.80,0.70,0.80,2.86,9.52,3.22,0.01
01-02-2017 => HOU vs WAS,-10.00,10.00,10.00,1.80,5.15,3.18,0.80,0.70,7.14,9.52,6.78,0.01
01-02-2017 => PHO @ LAC,-10.00,-10.00,3.39,0.65,2.82,1.85,0.30,0.20,3.72,8.82,0.36,2.68
01-02-2017 => LAC vs PHO,-10.00,10.00,2.82,1.85,3.39,0.65,0.20,0.30,6.28,8.82,9.64,2.68
01-02-2017 => DEN @ GSW,-10.00,-10.00,6.61,0.51,6.77,5.94,0.60,0.80,0.58,9.56,10.00,10.00
01-02-2017 => GSW vs DEN,-10.00,10.00,6.77,5.94,6.61,0.51,0.80,0.60,9.42,9.56,0.01,10.00
01-03-2017 => MIN @ PHI,-10.00,-10.00,3.36,5.21,2.94,3.95,0.40,0.40,6.43,8.49,0.01,0.01
01-03-2017 => PHI vs MIN,-10.00,10.00,2.94,3.95,3.36,5.21,0.40,0.40,3.57,8.49,10.00,0.01
01-03-2017 => UTA @ BOS,10.00,-10.00,0.01,10.00,7.01,2.65,0.70,0.80,3.43,8.26,1.08,10.00
01-03-2017 => BOS vs UTA,-10.00,10.00,7.01,2.65,0.01,10.00,0.80,0.70,6.57,8.26,8.92,10.00
01-03-2017 => IND @ DET,-10.00,-10.00,3.11,5.21,1.10,3.86,0.40,0.30,3.57,8.45,10.00,10.00
01-03-2017 => DET vs IND,-10.00,10.00,1.10,3.86,3.11,5.21,0.30,0.40,6.43,8.45,0.01,10.00
01-03-2017 => WAS @ DAL,10.00,-10.00,5.46,3.86,1.47,6.00,0.70,0.40,4.71,8.34,0.01,10.00
01-03-2017 => DAL vs WAS,-10.00,10.00,1.47,6.00,5.46,3.86,0.40,0.70,5.29,8.34,10.00,10.00
01-03-2017 => TOR @ SAS,-10.00,-10.00,6.80,4.28,6.68,6.65,0.70,0.80,3.29,8.53,0.01,0.01
01-03-2017 => SAS vs TOR,-10.00,10.00,6.68,6.65,6.80,4.28,0.80,0.70,6.71,8.53,10.00,0.01
01-03-2017 => SAC @ DEN,-10.00,-10.00,2.27,4.14,7.43,0.01,0.60,0.50,4.00,8.86,10.00,10.00
01-03-2017 => DEN vs SAC,10.00,10.00,7.43,0.01,2.27,4.14,0.50,0.60,6.00,8.86,0.01,10.00
01-03-2017 => MIA @ PHO,-10.00,-10.00,2.31,4.00,3.28,0.89,0.20,0.20,3.57,8.76,2.15,0.01
01-03-2017 => PHO vs MIA,10.00,10.00,3.28,0.89,2.31,4.00,0.20,0.20,6.43,8.76,7.85,0.01
01-03-2017 => MEM @ LAL,-10.00,-10.00,2.44,7.63,3.78,2.70,0.50,0.30,6.28,8.55,0.01,8.92
01-03-2017 => LAL vs MEM,-10.00,10.00,3.78,2.70,2.44,7.63,0.30,0.50,3.72,8.55,10.00,8.92
01-04-2017 => OKC @ CHA,-10.00,-10.00,5.35,5.99,5.02,4.82,0.70,0.50,4.43,8.63,0.01,10.00
01-04-2017 => CHA vs OKC,-10.00,10.00,5.02,4.82,5.35,5.99,0.50,0.70,5.57,8.63,10.00,10.00
01-04-2017 => ATL @ ORL,-10.00,-10.00,4.53,3.35,5.31,2.24,0.60,0.50,5.57,8.55,10.00,3.57
01-04-2017 => ORL vs ATL,-10.00,10.00,5.31,2.24,4.53,3.35,0.50,0.60,4.43,8.55,0.01,3.57
01-04-2017 => MIL @ NYK,-10.00,-10.00,5.02,7.56,5.06,1.07,0.60,0.20,6.00,8.80,3.22,3.57
01-04-2017 => NYK vs MIL,-10.00,10.00,5.06,1.07,5.02,7.56,0.20,0.60,4.00,8.80,6.78,3.57
01-04-2017 => CHI @ CLE,-10.00,-10.00,2.43,4.72,6.58,4.92,0.40,0.90,4.00,8.43,10.00,3.57
01-04-2017 => CLE vs CHI,-10.00,10.00,6.58,4.92,2.43,4.72,0.90,0.40,6.00,8.43,0.01,3.57
01-04-2017 => MEM @ LAC,10.00,-10.00,2.97,7.16,3.38,3.55,0.40,0.30,5.43,8.12,0.01,10.00
01-04-2017 => LAC vs MEM,-10.00,10.00,3.38,3.55,2.97,7.16,0.30,0.40,4.57,8.12,10.00,10.00
01-04-2017 => POR @ GSW,-10.00,-10.00,2.64,3.45,8.31,6.60,0.30,0.80,0.43,9.19,10.00,10.00
01-04-2017 => GSW vs POR,-10.00,10.00,8.31,6.60,2.64,3.45,0.80,0.30,9.57,9.19,0.01,10.00
01-04-2017 => MIA @ SAC,10.00,-10.00,2.27,4.26,2.60,3.86,0.10,0.60,2.86,8.43,10.00,6.78
01-04-2017 => SAC vs MIA,10.00,10.00,2.60,3.86,2.27,4.26,0.60,0.10,7.14,8.43,0.01,6.78
01-05-2017 => BKN @ IND,-10.00,-10.00,3.46,1.63,4.57,5.03,0.20,0.50,2.00,9.02,3.93,9.10
01-05-2017 => IND vs BKN,-10.00,10.00,4.57,5.03,3.46,1.63,0.50,0.20,8.00,9.02,6.07,9.10
01-05-2017 => UTA @ TOR,-10.00,-10.00,0.01,10.00,5.23,4.57,0.60,0.60,3.72,8.14,2.50,3.93
01-05-2017 => TOR vs UTA,-10.00,10.00,5.23,4.57,0.01,10.00,0.60,0.60,6.28,8.14,7.50,3.93
01-05-2017 => CHA @ DET,10.00,-10.00,5.72,4.67,2.14,2.79,0.60,0.20,3.57,8.59,7.85,10.00
01-05-2017 => DET vs CHA,-10.00,10.00,2.14,2.79,5.72,4.67,0.20,0.60,6.43,8.59,2.15,10.00
01-05-2017 => ATL @ NOP,10.00,-10.00,4.16,5.33,2.55,6.60,0.70,0.60,4.43,8.61,10.00,0.01
01-05-2017 => NOP vs ATL,-10.00,10.00,2.55,6.60,4.16,5.33,0.60,0.70,5.57,8.61,0.01,0.01
01-05-2017 => OKC @ HOU,10.00,-10.00,5.27,4.87,10.00,2.90,0.60,0.80,2.72,9.40,9.28,7.32
01-05-2017 => HOU vs OKC,-10.00,10.00,10.00,2.90,5.27,4.87,0.80,0.60,7.28,9.40,0.72,7.32
01-05-2017 => PHO @ DAL,-10.00,-10.00,3.71,2.24,2.80,6.45,0.30,0.50,3.43,8.51,10.00,1.79
01-05-2017 => DAL vs PHO,-10.00,10.00,2.80,6.45,3.71,2.24,0.50,0.30,6.57,8.51,0.01,1.79
01-05-2017 => SAS @ DEN,-10.00,-10.00,6.87,8.17,8.35,0.01,0.80,0.50,7.00,8.82,10.00,9.46
01-05-2017 => DEN vs SAS,-10.00,10.00,8.35,0.01,6.87,8.17,0.50,0.80,3.00,8.82,0.01,9.46
01-05-2017 => LAL @ POR,-10.00,-10.00,4.57,2.69,2.76,1.93,0.30,0.20,3.14,9.15,3.22,6.96
01-05-2017 => POR vs LAL,10.00,10.00,2.76,1.93,4.57,2.69,0.20,0.30,6.86,9.15,6.78,6.96
01-06-2017 => MIN @ WAS,-10.00,-10.00,3.09,7.14,5.66,4.48,0.40,0.60,3.72,8.74,3.22,6.96
01-06-2017 => WAS vs MIN,-10.00,10.00,5.66,4.48,3.09,7.14,0.60,0.40,6.28,8.74,6.78,6.96
01-06-2017 => HOU @ ORL,10.00,-10.00,10.00,2.37,4.94,2.61,0.80,0.50,6.43,9.25,6.43,0.01
01-06-2017 => ORL vs HOU,-10.00,10.00,4.94,2.61,10.00,2.37,0.50,0.80,3.57,9.25,3.57,0.01
01-06-2017 => PHI @ BOS,-10.00,-10.00,3.17,4.78,8.07,2.76,0.40,0.80,1.86,8.78,10.00,6.25
01-06-2017 => BOS vs PHI,-10.00,10.00,8.07,2.76,3.17,4.78,0.80,0.40,8.14,8.78,0.01,6.25
01-06-2017 => CLE @ BKN,-10.00,-10.00,5.82,5.22,3.86,0.74,0.80,0.10,8.71,9.13,1.43,6.07
01-06-2017 => BKN vs CLE,10.00,10.00,3.86,0.74,5.82,5.22,0.10,0.80,1.29,9.13,8.57,6.07
01-06-2017 => NYK @ MIL,-10.00,-10.00,5.90,1.28,5.18,7.34,0.20,0.60,3.57,8.82,10.00,9.82
01-06-2017 => MIL vs NYK,-10.00,10.00,5.18,7.34,5.90,1.28,0.60,0.20,6.43,8.82,0.01,9.82
01-06-2017 => MIA @ LAL,-10.00,-10.00,2.97,4.48,4.90,3.01,0.20,0.30,4.29,8.82,0.01,9.82
01-06-2017 => LAL vs MIA,10.00,10.00,4.90,3.01,2.97,4.48,0.30,0.20,5.71,8.82,10.00,9.82
01-06-2017 => MEM @ GSW,-10.00,-10.00,3.86,6.35,9.39,5.42,0.40,0.80,1.15,8.92,10.00,10.00
01-06-2017 => GSW vs MEM,-10.00,10.00,9.39,5.42,3.86,6.35,0.80,0.40,8.85,8.92,0.01,10.00
01-06-2017 => LAC @ SAC,-10.00,-10.00,3.54,3.60,3.09,5.32,0.30,0.60,5.71,8.76,8.92,2.15
01-06-2017 => SAC vs LAC,-10.00,10.00,3.09,5.32,3.54,3.60,0.60,0.30,4.29,8.76,1.08,2.15
01-07-2017 => NYK @ IND,10.00,-10.00,6.26,2.07,6.18,4.88,0.30,0.60,3.00,8.96,0.01,10.00
01-07-2017 => IND vs NYK,-10.00,10.00,6.18,4.88,6.26,2.07,0.60,0.30,7.00,8.96,10.00,10.00
01-07-2017 => NOP @ BOS,-10.00,-10.00,2.69,6.55,8.65,2.22,0.50,0.80,3.29,8.76,2.86,9.64
01-07-2017 => BOS vs NOP,10.00,10.00,8.65,2.22,2.69,6.55,0.80,0.50,6.71,8.76,7.14,9.64
01-07-2017 => TOR @ CHI,-10.00,-10.00,4.83,5.81,2.61,4.34,0.60,0.40,5.43,8.55,0.36,10.00
01-07-2017 => CHI vs TOR,-10.00,10.00,2.61,4.34,4.83,5.81,0.40,0.60,4.57,8.55,9.64,10.00
01-07-2017 => DEN @ OKC,-10.00,-10.00,7.56,0.01,6.13,4.68,0.40,0.60,2.72,9.13,0.01,7.14
01-07-2017 => OKC vs DEN,-10.00,10.00,6.13,4.68,7.56,0.01,0.60,0.40,7.28,9.13,10.00,7.14
01-07-2017 => UTA @ MIN,-10.00,-10.00,0.01,10.00,2.82,6.94,0.50,0.30,6.28,7.99,3.22,2.32
01-07-2017 => MIN vs UTA,10.00,10.00,2.82,6.94,0.01,10.00,0.30,0.50,3.72,7.99,6.78,2.32
01-07-2017 => ATL @ DAL,-10.00,-10.00,3.57,6.85,3.07,6.65,0.70,0.50,5.29,8.12,10.00,0.01
01-07-2017 => DAL vs ATL,-10.00,10.00,3.07,6.65,3.57,6.85,0.50,0.70,4.71,8.12,0.01,0.01
01-07-2017 => CHA @ SAS,-10.00,-10.00,7.35,3.94,8.02,8.32,0.60,0.80,1.86,8.61,0.72,0.01
01-07-2017 => SAS vs CHA,-10.00,10.00,8.02,8.32,7.35,3.94,0.80,0.60,8.14,8.61,9.28,0.01
01-08-2017 => PHI @ BKN,-10.00,-10.00,3.36,3.82,3.59,1.26,0.30,0.10,4.71,8.92,10.00,0.01
01-08-2017 => BKN vs PHI,-10.00,10.00,3.59,1.26,3.36,3.82,0.10,0.30,5.29,8.92,0.01,0.01
01-08-2017 => WAS @ MIL,-10.00,-10.00,5.27,5.29,5.88,5.71,0.60,0.50,5.00,8.74,9.28,3.75
01-08-2017 => MIL vs WAS,-10.00,10.00,5.88,5.71,5.27,5.29,0.50,0.60,5.00,8.74,0.72,3.75
01-08-2017 => MIA @ LAC,-10.00,-10.00,2.97,3.98,3.36,4.35,0.20,0.30,2.43,8.55,2.86,0.01
01-08-2017 => LAC vs MIA,-10.00,10.00,3.36,4.35,2.97,3.98,0.30,0.20,7.57,8.55,7.14,0.01
01-08-2017 => HOU @ TOR,-10.00,-10.00,10.00,3.72,4.43,6.65,0.80,0.60,5.57,9.40,8.57,10.00
01-08-2017 => TOR vs HOU,10.00,10.00,4.43,6.65,10.00,3.72,0.60,0.80,4.43,9.40,1.43,10.00
