ID,BackToBack,Home,Team1OffenseRanking,Team1DefenseRanking,Team2OffenseRanking,Team2DefenseRanking,Team1LastNRecord,Team2LastNRecord,ConsensusSpread,ConsensusTotal,AgainstTheSpread,AgainstTheTotal
03-25-2015 => BOS vs MIA,-10.00,10.00,4.78,5.32,3.88,5.00,0.60,0.50,7.43,8.20,0.01,0.01
03-25-2015 => CLE @ MEM,-10.00,-10.00,8.79,3.76,3.11,7.34,0.80,0.60,5.29,8.01,10.00,7.14
03-25-2015 => MEM vs CLE,-10.00,10.00,3.11,7.34,8.79,3.76,0.60,0.80,4.71,8.01,0.01,7.14
03-25-2015 => LAL @ MIN,10.00,-10.00,2.33,5.05,4.44,0.46,0.20,0.30,4.71,8.32,7.14,4.46
03-25-2015 => MIN vs LAL,-10.00,10.00,4.44,0.46,2.33,5.05,0.30,0.20,5.29,8.32,2.86,4.46
03-25-2015 => HOU @ NOP,-10.00,-10.00,6.59,2.75,3.36,5.46,0.60,0.50,5.00,8.41,6.43,0.01
03-25-2015 => NOP vs HOU,-10.00,10.00,3.36,5.46,6.59,2.75,0.50,0.60,5.00,8.41,3.57,0.01
03-25-2015 => PHI @ DEN,10.00,-10.00,2.24,5.87,7.37,1.84,0.40,0.50,1.72,8.65,10.00,0.01
03-25-2015 => DEN vs PHI,-10.00,10.00,7.37,1.84,2.24,5.87,0.50,0.40,8.28,8.65,0.01,0.01
03-25-2015 => POR @ UTA,10.00,-10.00,6.46,2.34,1.25,10.00,0.40,0.70,4.57,7.46,8.21,5.18
03-25-2015 => UTA vs POR,-10.00,10.00,1.25,10.00,6.46,2.34,0.70,0.40,5.43,7.46,1.79,5.18
03-25-2015 => OKC @ SAS,10.00,-10.00,9.95,0.51,10.00,2.11,0.70,0.70,2.86,8.94,0.01,6.61
03-25-2015 => SAS vs OKC,10.00,10.00,10.00,2.11,9.95,0.51,0.70,0.70,7.14,8.94,10.00,6.61
03-25-2015 => SAC @ PHO,10.00,-10.00,7.07,0.01,2.76,6.92,0.40,0.70,2.57,8.80,10.00,2.86
03-25-2015 => PHO vs SAC,-10.00,10.00,2.76,6.92,7.07,0.01,0.70,0.40,7.43,8.80,0.01,2.86
03-26-2015 => IND @ MIL,10.00,-10.00,4.33,3.64,3.17,3.55,0.40,0.30,3.86,7.81,5.00,10.00
03-26-2015 => MIL vs IND,-10.00,10.00,3.17,3.55,4.33,3.64,0.30,0.40,6.14,7.81,5.00,10.00
03-27-2015 => DET @ ORL,-10.00,-10.00,3.42,4.73,3.00,1.55,0.40,0.20,5.71,8.16,10.00,8.75
03-27-2015 => ORL vs DET,-10.00,10.00,3.00,1.55,3.42,4.73,0.20,0.40,4.29,8.16,0.01,8.75
03-27-2015 => LAC @ PHI,-10.00,-10.00,6.50,4.64,2.75,6.50,0.70,0.50,8.57,8.32,10.00,10.00
03-27-2015 => PHI vs LAC,-10.00,10.00,2.75,6.50,6.50,4.64,0.50,0.70,1.43,8.32,0.01,10.00
03-27-2015 => CHA @ WAS,-10.00,-10.00,0.92,5.27,2.54,6.36,0.30,0.50,3.72,7.79,6.07,10.00
03-27-2015 => WAS vs CHA,-10.00,10.00,2.54,6.36,0.92,5.27,0.50,0.30,6.28,7.79,3.93,10.00
03-27-2015 => MIA @ ATL,-10.00,-10.00,3.50,6.04,4.96,3.41,0.60,0.50,2.72,8.08,1.43,1.25
03-27-2015 => ATL vs MIA,-10.00,10.00,4.96,3.41,3.50,6.04,0.50,0.60,7.28,8.08,8.57,1.25
03-27-2015 => CLE @ BKN,-10.00,-10.00,8.04,5.27,5.21,1.87,0.80,0.50,7.57,8.57,0.01,3.75
03-27-2015 => BKN vs CLE,-10.00,10.00,5.21,1.87,8.04,5.27,0.50,0.80,2.43,8.57,10.00,3.75
03-27-2015 => BOS @ NYK,-10.00,-10.00,4.04,6.23,0.01,3.50,0.60,0.20,8.14,8.01,0.01,2.86
03-27-2015 => NYK vs BOS,-10.00,10.00,0.01,3.50,4.04,6.23,0.20,0.60,1.86,8.01,10.00,2.86
03-27-2015 => LAL @ TOR,-10.00,-10.00,2.46,5.54,5.96,2.18,0.30,0.40,2.72,8.43,2.86,0.01
03-27-2015 => TOR vs LAL,-10.00,10.00,5.96,2.18,2.46,5.54,0.40,0.30,7.28,8.43,7.14,0.01
03-27-2015 => MIN @ HOU,-10.00,-10.00,3.29,1.50,6.08,3.64,0.20,0.70,1.00,8.49,7.85,10.00
03-27-2015 => HOU vs MIN,-10.00,10.00,6.08,3.64,3.29,1.50,0.70,0.20,9.00,8.49,2.15,10.00
03-27-2015 => GSW @ MEM,-10.00,-10.00,8.58,6.36,2.92,7.04,0.90,0.60,6.00,8.20,10.00,2.32
03-27-2015 => MEM vs GSW,-10.00,10.00,2.92,7.04,8.58,6.36,0.60,0.90,4.00,8.20,0.01,2.32
03-27-2015 => SAC @ NOP,-10.00,-10.00,6.71,1.19,3.38,5.45,0.50,0.40,3.14,8.49,0.01,0.01
03-27-2015 => NOP vs SAC,-10.00,10.00,3.38,5.45,6.71,1.19,0.40,0.50,6.86,8.49,10.00,0.01
03-27-2015 => DAL @ SAS,-10.00,-10.00,4.71,2.68,10.00,3.50,0.50,0.70,2.57,8.49,0.01,0.01
03-27-2015 => SAS vs DAL,-10.00,10.00,10.00,3.50,4.71,2.68,0.70,0.50,7.43,8.49,10.00,0.01
03-27-2015 => UTA @ DEN,-10.00,-10.00,1.13,10.00,5.96,3.27,0.60,0.50,4.43,7.81,0.01,8.21
03-27-2015 => DEN vs UTA,-10.00,10.00,5.96,3.27,1.13,10.00,0.50,0.60,5.57,7.81,10.00,8.21
03-27-2015 => POR @ PHO,-10.00,-10.00,6.08,2.18,2.34,7.00,0.40,0.60,5.29,8.32,8.57,0.01
03-27-2015 => PHO vs POR,-10.00,10.00,2.34,7.00,6.08,2.18,0.60,0.40,4.71,8.32,1.43,0.01
03-28-2015 => ATL @ CHA,10.00,-10.00,5.96,4.03,0.53,5.32,0.60,0.20,3.29,7.77,0.01,10.00
03-28-2015 => CHA vs ATL,10.00,10.00,0.53,5.32,5.96,4.03,0.20,0.60,6.71,7.77,10.00,10.00
03-28-2015 => NYK @ CHI,10.00,-10.00,0.01,3.38,4.95,5.02,0.20,0.50,0.01,7.85,0.01,5.36
03-28-2015 => CHI vs NYK,-10.00,10.00,4.95,5.02,0.01,3.38,0.50,0.20,10.00,7.85,10.00,5.36
03-28-2015 => GSW @ MIL,10.00,-10.00,9.85,6.76,4.14,2.79,0.90,0.30,6.43,8.61,10.00,3.04
03-28-2015 => MIL vs GSW,-10.00,10.00,4.14,2.79,9.85,6.76,0.30,0.90,3.57,8.61,0.01,3.04
03-28-2015 => OKC @ UTA,-10.00,-10.00,9.85,0.01,0.63,10.00,0.70,0.50,6.71,8.24,0.01,0.01
03-28-2015 => UTA vs OKC,10.00,10.00,0.63,10.00,9.85,0.01,0.50,0.70,3.29,8.24,10.00,0.01
03-28-2015 => DEN @ POR,10.00,-10.00,6.73,4.73,5.29,4.38,0.60,0.50,2.43,8.53,7.14,10.00
03-28-2015 => POR vs DEN,10.00,10.00,5.29,4.38,6.73,4.73,0.50,0.60,7.57,8.53,2.86,10.00
03-29-2015 => HOU @ WAS,-10.00,-10.00,7.60,3.18,4.24,6.35,0.70,0.60,5.57,8.47,9.28,0.01
03-29-2015 => WAS vs HOU,-10.00,10.00,4.24,6.35,7.60,3.18,0.60,0.70,4.43,8.47,0.72,0.01
03-29-2015 => LAL @ BKN,-10.00,-10.00,2.75,6.40,6.72,1.88,0.30,0.60,2.72,8.20,5.00,7.68
03-29-2015 => BKN vs LAL,-10.00,10.00,6.72,1.88,2.75,6.40,0.60,0.30,7.28,8.20,5.00,7.68
03-29-2015 => MIN @ NOP,-10.00,-10.00,5.41,0.01,4.19,6.98,0.20,0.50,1.29,8.12,0.01,5.54
03-29-2015 => NOP vs MIN,-10.00,10.00,4.19,6.98,5.41,0.01,0.50,0.20,8.71,8.12,10.00,5.54
03-29-2015 => PHI @ CLE,-10.00,-10.00,3.63,5.52,8.95,5.94,0.40,0.80,0.15,8.26,10.00,0.01
03-29-2015 => CLE vs PHI,-10.00,10.00,8.95,5.94,3.63,5.52,0.80,0.40,9.85,8.26,0.01,0.01
03-29-2015 => LAC @ BOS,-10.00,-10.00,8.21,5.62,4.54,6.93,0.80,0.60,6.71,8.57,10.00,10.00
03-29-2015 => BOS vs LAC,-10.00,10.00,4.54,6.93,8.21,5.62,0.60,0.80,3.29,8.57,0.01,10.00
03-29-2015 => DET @ MIA,-10.00,-10.00,4.50,5.88,2.93,7.34,0.50,0.50,4.29,7.97,1.79,10.00
03-29-2015 => MIA vs DET,-10.00,10.00,2.93,7.34,4.50,5.88,0.50,0.50,5.71,7.97,8.21,10.00
03-29-2015 => MEM @ SAS,-10.00,-10.00,2.80,7.13,10.00,5.42,0.50,0.70,2.72,7.99,0.72,4.46
03-29-2015 => SAS vs MEM,-10.00,10.00,10.00,5.42,2.80,7.13,0.70,0.50,7.28,7.99,9.28,4.46
03-29-2015 => DAL @ IND,-10.00,-10.00,5.46,2.97,5.68,2.76,0.50,0.30,4.43,8.16,2.86,6.96
03-29-2015 => IND vs DAL,-10.00,10.00,5.68,2.76,5.46,2.97,0.30,0.50,5.57,8.16,7.14,6.96
03-29-2015 => OKC @ PHO,10.00,-10.00,9.04,0.42,1.75,8.59,0.60,0.50,4.43,8.74,10.00,3.04
03-29-2015 => PHO vs OKC,-10.00,10.00,1.75,8.59,9.04,0.42,0.50,0.60,5.57,8.74,0.01,3.04
03-30-2015 => BOS @ CHA,10.00,-10.00,5.02,5.61,3.41,5.31,0.50,0.30,4.14,8.08,10.00,10.00
03-30-2015 => CHA vs BOS,-10.00,10.00,3.41,5.31,5.02,5.61,0.30,0.50,5.86,8.08,0.01,10.00
03-30-2015 => LAL @ PHI,10.00,-10.00,3.02,6.12,3.23,6.48,0.30,0.40,3.57,7.93,10.00,10.00
03-30-2015 => PHI vs LAL,10.00,10.00,3.23,6.48,3.02,6.12,0.40,0.30,6.43,7.93,0.01,10.00
03-30-2015 => MIL @ ATL,-10.00,-10.00,4.32,3.27,5.02,3.73,0.30,0.50,2.43,8.03,2.15,3.04
03-30-2015 => ATL vs MIL,-10.00,10.00,5.02,3.73,4.32,3.27,0.50,0.30,7.57,8.03,7.85,3.04
03-30-2015 => HOU @ TOR,10.00,-10.00,6.94,3.78,6.29,3.83,0.70,0.50,4.43,8.63,4.29,0.01
03-30-2015 => TOR vs HOU,-10.00,10.00,6.29,3.83,6.94,3.78,0.50,0.70,5.57,8.63,5.71,0.01
03-30-2015 => SAC @ MEM,-10.00,-10.00,6.77,2.86,2.67,6.78,0.50,0.50,2.00,8.22,2.50,0.01
03-30-2015 => MEM vs SAC,10.00,10.00,2.67,6.78,6.77,2.86,0.50,0.50,8.00,8.22,7.50,0.01
03-30-2015 => UTA @ MIN,-10.00,-10.00,1.79,10.00,5.02,0.01,0.50,0.20,7.28,7.72,10.00,5.36
03-30-2015 => MIN vs UTA,10.00,10.00,5.02,0.01,1.79,10.00,0.20,0.50,2.72,7.72,0.01,5.36
03-30-2015 => PHO @ POR,10.00,-10.00,2.54,7.60,6.37,3.88,0.50,0.50,2.57,8.24,0.01,3.39
03-30-2015 => POR vs PHO,-10.00,10.00,6.37,3.88,2.54,7.60,0.50,0.50,7.43,8.24,10.00,3.39
03-31-2015 => IND @ BKN,-10.00,-10.00,5.07,1.81,7.42,2.22,0.30,0.70,5.29,8.24,0.72,10.00
03-31-2015 => BKN vs IND,-10.00,10.00,7.42,2.22,5.07,1.81,0.70,0.30,4.71,8.24,9.28,10.00
03-31-2015 => ATL @ DET,10.00,-10.00,4.98,4.69,5.24,4.74,0.60,0.50,5.57,8.22,0.01,5.36
03-31-2015 => DET vs ATL,-10.00,10.00,5.24,4.74,4.98,4.69,0.50,0.60,4.43,8.22,10.00,5.36
03-31-2015 => SAS @ MIA,-10.00,-10.00,9.38,6.03,3.76,6.91,0.70,0.60,7.28,8.05,9.28,0.01
03-31-2015 => MIA vs SAS,-10.00,10.00,3.76,6.91,9.38,6.03,0.60,0.70,2.72,8.05,0.72,0.01
03-31-2015 => GSW @ LAC,-10.00,-10.00,10.00,6.80,9.52,3.76,0.90,0.80,4.14,9.05,10.00,3.93
03-31-2015 => LAC vs GSW,-10.00,10.00,9.52,3.76,10.00,6.80,0.80,0.90,5.86,9.05,0.01,3.93
04-01-2015 => DET @ CHA,10.00,-10.00,5.38,5.26,3.22,4.74,0.60,0.30,3.43,8.10,0.01,0.01
04-01-2015 => CHA vs DET,-10.00,10.00,3.22,4.74,5.38,5.26,0.30,0.60,6.57,8.10,10.00,0.01
04-01-2015 => SAS @ ORL,10.00,-10.00,7.84,8.45,3.26,0.73,0.80,0.10,7.85,8.12,6.43,4.11
04-01-2015 => ORL vs SAS,-10.00,10.00,3.26,0.73,7.84,8.45,0.10,0.80,2.15,8.12,3.57,4.11
04-01-2015 => PHI @ WAS,-10.00,-10.00,3.01,5.77,3.94,4.49,0.30,0.50,2.15,7.85,2.86,8.21
04-01-2015 => WAS vs PHI,-10.00,10.00,3.94,4.49,3.01,5.77,0.50,0.30,7.85,7.85,7.14,8.21
04-01-2015 => IND @ BOS,10.00,-10.00,4.79,1.40,5.76,4.38,0.20,0.50,3.86,8.28,0.01,0.18
04-01-2015 => BOS vs IND,-10.00,10.00,5.76,4.38,4.79,1.40,0.50,0.20,6.14,8.28,10.00,0.18
04-01-2015 => BKN @ NYK,10.00,-10.00,7.75,2.12,0.01,2.27,0.80,0.10,7.71,8.03,0.01,6.25
04-01-2015 => NYK vs BKN,-10.00,10.00,0.01,2.27,7.75,2.12,0.10,0.80,2.29,8.03,10.00,6.25
04-01-2015 => SAC @ HOU,-10.00,-10.00,5.30,2.89,6.57,3.66,0.40,0.70,2.00,8.74,9.64,10.00
04-01-2015 => HOU vs SAC,-10.00,10.00,6.57,3.66,5.30,2.89,0.70,0.40,8.00,8.74,0.36,10.00
04-01-2015 => CHI @ MIL,-10.00,-10.00,5.51,6.70,3.81,2.32,0.60,0.20,6.43,7.91,0.01,3.04
04-01-2015 => MIL vs CHI,-10.00,10.00,3.81,2.32,5.51,6.70,0.20,0.60,3.57,7.91,10.00,3.04
04-01-2015 => TOR @ MIN,-10.00,-10.00,5.76,4.49,4.24,0.01,0.60,0.20,7.85,8.41,7.85,8.03
04-01-2015 => MIN vs TOR,-10.00,10.00,4.24,0.01,5.76,4.49,0.20,0.60,2.15,8.41,2.15,8.03
04-01-2015 => DAL @ OKC,-10.00,-10.00,5.72,2.68,8.81,1.34,0.50,0.70,4.29,8.86,9.64,10.00
04-01-2015 => OKC vs DAL,-10.00,10.00,8.81,1.34,5.72,2.68,0.70,0.50,5.71,8.86,0.36,10.00
04-01-2015 => DEN @ UTA,-10.00,-10.00,7.16,2.37,1.53,10.00,0.50,0.50,3.57,8.05,0.01,0.36
04-01-2015 => UTA vs DEN,-10.00,10.00,1.53,10.00,7.16,2.37,0.50,0.50,6.43,8.05,10.00,0.36
04-01-2015 => LAC @ POR,10.00,-10.00,8.64,3.66,5.80,4.12,0.70,0.50,4.14,8.63,10.00,10.00
04-01-2015 => POR vs LAC,-10.00,10.00,5.80,4.12,8.64,3.66,0.50,0.70,5.86,8.63,0.01,10.00
04-01-2015 => NOP @ LAL,-10.00,-10.00,4.70,6.70,3.77,4.38,0.50,0.30,7.71,8.12,10.00,8.03
04-01-2015 => LAL vs NOP,-10.00,10.00,3.77,4.38,4.70,6.70,0.30,0.50,2.29,8.12,0.01,8.03
04-02-2015 => MIA @ CLE,-10.00,-10.00,2.55,7.17,8.57,5.46,0.50,0.80,2.29,8.10,0.01,7.14
04-02-2015 => CLE vs MIA,-10.00,10.00,8.57,5.46,2.55,7.17,0.80,0.50,7.71,8.10,10.00,7.14
04-02-2015 => HOU @ DAL,10.00,-10.00,7.54,3.85,7.15,1.17,0.80,0.50,4.29,8.69,10.00,4.46
04-02-2015 => DAL vs HOU,10.00,10.00,7.15,1.17,7.54,3.85,0.50,0.80,5.71,8.69,0.01,4.46
04-02-2015 => PHO @ GSW,-10.00,-10.00,2.59,6.78,10.00,7.31,0.50,1.00,1.43,8.67,10.00,6.07
04-02-2015 => GSW vs PHO,-10.00,10.00,10.00,7.31,2.59,6.78,1.00,0.50,8.57,8.67,0.01,6.07
04-03-2015 => CHA @ IND,-10.00,-10.00,3.22,5.61,4.71,1.47,0.30,0.20,3.72,7.99,0.01,0.01
04-03-2015 => IND vs CHA,-10.00,10.00,4.71,1.47,3.22,5.61,0.20,0.30,6.28,7.99,10.00,0.01
04-03-2015 => NYK @ WAS,-10.00,-10.00,0.01,3.85,3.88,4.44,0.10,0.50,0.86,7.85,5.36,4.29
04-03-2015 => WAS vs NYK,-10.00,10.00,3.88,4.44,0.01,3.85,0.50,0.10,9.14,7.85,4.64,4.29
04-03-2015 => MIL @ BOS,-10.00,-10.00,3.44,3.56,6.12,4.73,0.30,0.50,3.57,8.03,10.00,10.00
04-03-2015 => BOS vs MIL,-10.00,10.00,6.12,4.73,3.44,3.56,0.50,0.30,6.43,8.03,0.01,10.00
04-03-2015 => TOR @ BKN,-10.00,-10.00,6.30,4.39,8.15,1.95,0.60,0.80,4.43,8.51,2.86,10.00
04-03-2015 => BKN vs TOR,-10.00,10.00,8.15,1.95,6.30,4.39,0.80,0.60,5.57,8.51,7.14,10.00
04-03-2015 => DET @ CHI,-10.00,-10.00,4.49,6.24,5.55,7.12,0.60,0.60,2.29,8.10,7.50,0.01
04-03-2015 => CHI vs DET,-10.00,10.00,5.55,7.12,4.49,6.24,0.60,0.60,7.71,8.10,2.50,0.01
04-03-2015 => OKC @ MEM,-10.00,-10.00,9.77,0.01,2.95,7.70,0.60,0.60,3.43,8.45,3.22,0.54
04-03-2015 => MEM vs OKC,-10.00,10.00,2.95,7.70,9.77,0.01,0.60,0.60,6.57,8.45,6.78,0.54
04-03-2015 => ORL @ MIN,-10.00,-10.00,3.44,1.91,4.32,0.98,0.10,0.20,6.28,8.51,10.00,0.01
04-03-2015 => MIN vs ORL,-10.00,10.00,4.32,0.98,3.44,1.91,0.20,0.10,3.72,8.51,0.01,0.01
04-03-2015 => DEN @ SAS,-10.00,-10.00,5.90,2.93,7.09,8.78,0.40,0.80,1.29,8.61,0.01,7.68
04-03-2015 => SAS vs DEN,-10.00,10.00,7.09,8.78,5.90,2.93,0.80,0.40,8.71,8.61,10.00,7.68
04-03-2015 => NOP @ SAC,-10.00,-10.00,4.67,7.36,5.51,3.17,0.50,0.40,6.86,8.39,4.64,2.50
04-03-2015 => SAC vs NOP,-10.00,10.00,5.51,3.17,4.67,7.36,0.40,0.50,3.14,8.39,5.36,2.50
04-03-2015 => POR @ LAL,-10.00,-10.00,6.25,2.98,3.66,4.05,0.40,0.30,8.00,8.41,10.00,0.01
04-03-2015 => LAL vs POR,-10.00,10.00,3.66,4.05,6.25,2.98,0.30,0.40,2.00,8.41,0.01,0.01
04-04-2015 => PHI @ CHA,-10.00,-10.00,3.28,5.37,3.63,5.66,0.30,0.30,3.14,7.81,8.92,2.86
04-04-2015 => CHA vs PHI,10.00,10.00,3.63,5.66,3.28,5.37,0.30,0.30,6.86,7.81,1.08,2.86
04-04-2015 => BKN @ ATL,10.00,-10.00,7.81,1.81,4.85,4.05,0.80,0.50,2.00,8.51,0.01,10.00
04-04-2015 => ATL vs BKN,-10.00,10.00,4.85,4.05,7.81,1.81,0.50,0.80,8.00,8.51,10.00,10.00
04-04-2015 => MIA @ DET,-10.00,-10.00,2.49,6.58,4.41,6.24,0.50,0.60,6.28,7.85,1.08,7.50
04-04-2015 => DET vs MIA,10.00,10.00,4.41,6.24,2.49,6.58,0.60,0.50,3.72,7.85,8.92,7.50
04-04-2015 => BOS @ TOR,10.00,-10.00,5.85,3.71,6.85,4.34,0.40,0.60,4.43,8.61,7.14,10.00
04-04-2015 => TOR vs BOS,10.00,10.00,6.85,4.34,5.85,3.71,0.60,0.40,5.57,8.61,2.86,10.00
04-04-2015 => WAS @ MEM,10.00,-10.00,3.41,4.93,3.19,7.27,0.50,0.60,2.72,7.72,10.00,0.72
04-04-2015 => MEM vs WAS,10.00,10.00,3.19,7.27,3.41,4.93,0.60,0.50,7.28,7.72,0.01,0.72
04-04-2015 => GSW @ DAL,-10.00,-10.00,9.43,6.73,7.64,2.10,1.00,0.50,6.86,8.90,9.64,10.00
04-04-2015 => DAL vs GSW,-10.00,10.00,7.64,2.10,9.43,6.73,0.50,1.00,3.14,8.90,0.36,10.00
04-04-2015 => ORL @ MIL,10.00,-10.00,3.76,2.54,4.67,3.32,0.20,0.40,2.43,8.01,10.00,2.50
04-04-2015 => MIL vs ORL,10.00,10.00,4.67,3.32,3.76,2.54,0.40,0.20,7.57,8.01,0.01,2.50
04-04-2015 => LAC @ DEN,-10.00,-10.00,10.00,4.29,5.02,1.95,0.80,0.30,7.85,8.94,8.57,0.01
04-04-2015 => DEN vs LAC,10.00,10.00,5.02,1.95,10.00,4.29,0.30,0.80,2.15,8.94,1.43,0.01
04-04-2015 => UTA @ PHO,-10.00,-10.00,1.92,10.00,2.71,6.29,0.50,0.40,4.57,7.72,4.64,0.01
04-04-2015 => PHO vs UTA,-10.00,10.00,2.71,6.29,1.92,10.00,0.40,0.50,5.43,7.72,5.36,0.01
04-04-2015 => NOP @ POR,10.00,-10.00,4.28,7.17,6.72,4.34,0.50,0.50,3.43,7.99,2.50,3.39
04-04-2015 => POR vs NOP,10.00,10.00,6.72,4.34,4.28,7.17,0.50,0.50,6.57,7.99,7.50,3.39
04-05-2015 => HOU @ OKC,-10.00,-10.00,7.77,3.98,8.69,0.01,0.80,0.50,5.29,9.05,6.43,7.85
04-05-2015 => OKC vs HOU,-10.00,10.00,8.69,0.01,7.77,3.98,0.50,0.80,4.71,9.05,3.57,7.85
04-05-2015 => CHI @ CLE,-10.00,-10.00,4.71,8.32,7.90,6.18,0.60,0.80,2.72,8.03,7.14,4.46
04-05-2015 => CLE vs CHI,-10.00,10.00,7.90,6.18,4.71,8.32,0.80,0.60,7.28,8.03,2.86,4.46
04-05-2015 => MIA @ IND,10.00,-10.00,2.06,6.70,4.37,3.82,0.40,0.30,3.14,7.87,0.01,8.75
04-05-2015 => IND vs MIA,-10.00,10.00,4.37,3.82,2.06,6.70,0.30,0.40,6.86,7.87,10.00,8.75
04-05-2015 => GSW @ SAS,10.00,-10.00,9.70,6.96,7.81,10.00,1.00,0.90,3.72,8.72,0.01,0.72
04-05-2015 => SAS vs GSW,-10.00,10.00,7.81,10.00,9.70,6.96,0.90,1.00,6.28,8.72,10.00,0.72
04-05-2015 => PHI @ NYK,10.00,-10.00,3.24,6.60,0.01,4.19,0.30,0.10,5.00,7.72,0.01,6.78
04-05-2015 => NYK vs PHI,-10.00,10.00,0.01,4.19,3.24,6.60,0.10,0.30,5.00,7.72,10.00,6.78
04-05-2015 => UTA @ SAC,10.00,-10.00,1.47,9.63,5.25,4.03,0.40,0.40,4.71,7.85,10.00,7.14
04-05-2015 => SAC vs UTA,-10.00,10.00,5.25,4.03,1.47,9.63,0.40,0.40,5.29,7.85,0.01,7.14
04-05-2015 => LAC @ LAL,10.00,-10.00,10.00,5.03,3.20,3.51,0.90,0.30,9.00,8.69,10.00,0.01
04-05-2015 => LAL vs LAC,-10.00,10.00,3.20,3.51,10.00,5.03,0.30,0.90,1.00,8.69,0.01,0.01
04-06-2015 => POR @ BKN,-10.00,-10.00,6.13,5.20,7.62,0.96,0.60,0.80,3.29,8.41,2.15,4.46
04-06-2015 => BKN vs POR,-10.00,10.00,7.62,0.96,6.13,5.20,0.80,0.60,6.71,8.41,7.85,4.46
04-07-2015 => PHO @ ATL,-10.00,-10.00,2.62,6.87,6.21,3.33,0.50,0.50,3.00,8.26,0.01,0.01
04-07-2015 => ATL vs PHO,-10.00,10.00,6.21,3.33,2.62,6.87,0.50,0.50,7.00,8.26,10.00,0.01
04-07-2015 => CHA @ MIA,-10.00,-10.00,3.47,6.06,1.33,5.86,0.40,0.30,3.14,7.87,6.07,10.00
04-07-2015 => MIA vs CHA,-10.00,10.00,1.33,5.86,3.47,6.06,0.30,0.40,6.86,7.87,3.93,10.00
04-07-2015 => GSW @ NOP,-10.00,-10.00,8.54,5.91,3.23,8.18,0.90,0.50,6.28,8.53,0.01,3.75
04-07-2015 => NOP vs GSW,-10.00,10.00,3.23,8.18,8.54,5.91,0.50,0.90,3.72,8.53,10.00,3.75
04-07-2015 => SAS @ OKC,-10.00,-10.00,7.34,10.00,8.34,0.01,0.90,0.50,6.71,8.88,10.00,0.01
04-07-2015 => OKC vs SAS,-10.00,10.00,8.34,0.01,7.34,10.00,0.50,0.90,3.29,8.88,0.01,0.01
04-07-2015 => MIN @ SAC,-10.00,-10.00,3.27,2.07,4.84,4.14,0.20,0.40,2.57,8.78,7.50,10.00
04-07-2015 => SAC vs MIN,-10.00,10.00,4.84,4.14,3.27,2.07,0.40,0.20,7.43,8.78,2.50,10.00
04-07-2015 => LAL @ LAC,-10.00,-10.00,2.10,3.28,10.00,5.35,0.30,0.90,0.15,8.55,10.00,4.29
04-07-2015 => LAC vs LAL,-10.00,10.00,10.00,5.35,2.10,3.28,0.90,0.30,9.85,8.55,0.01,4.29
04-08-2015 => BOS @ DET,-10.00,-10.00,5.74,3.76,4.14,5.98,0.50,0.60,5.43,8.32,10.00,10.00
04-08-2015 => DET vs BOS,-10.00,10.00,4.14,5.98,5.74,3.76,0.60,0.50,4.57,8.32,0.01,10.00
04-08-2015 => TOR @ CHA,-10.00,-10.00,6.71,3.15,4.01,5.72,0.50,0.40,6.00,8.22,10.00,0.01
04-08-2015 => CHA vs TOR,10.00,10.00,4.01,5.72,6.71,3.15,0.40,0.50,4.00,8.22,0.01,0.01
04-08-2015 => CHI @ ORL,-10.00,-10.00,4.98,7.83,4.14,2.48,0.60,0.30,7.14,7.87,0.01,10.00
04-08-2015 => ORL vs CHI,-10.00,10.00,4.14,2.48,4.98,7.83,0.30,0.60,2.86,7.87,10.00,10.00
04-08-2015 => WAS @ PHI,-10.00,-10.00,2.87,5.46,3.25,5.10,0.50,0.20,6.43,7.70,10.00,10.00
04-08-2015 => PHI vs WAS,-10.00,10.00,3.25,5.10,2.87,5.46,0.20,0.50,3.57,7.70,0.01,10.00
04-08-2015 => ATL @ BKN,10.00,-10.00,5.91,4.90,7.00,2.32,0.50,0.80,3.72,8.45,10.00,10.00
04-08-2015 => BKN vs ATL,-10.00,10.00,7.00,2.32,5.91,4.90,0.80,0.50,6.28,8.45,0.01,10.00
04-08-2015 => IND @ NYK,-10.00,-10.00,5.61,4.02,0.01,4.12,0.40,0.10,8.14,7.89,8.57,3.93
04-08-2015 => NYK vs IND,-10.00,10.00,0.01,4.12,5.61,4.02,0.10,0.40,1.86,7.89,1.43,3.93
04-08-2015 => NOP @ MEM,10.00,-10.00,4.14,7.27,2.83,6.65,0.50,0.50,3.57,7.60,0.01,5.00
04-08-2015 => MEM vs NOP,-10.00,10.00,2.83,6.65,4.14,7.27,0.50,0.50,6.43,7.60,10.00,5.00
04-08-2015 => CLE @ MIL,-10.00,-10.00,6.83,7.21,4.89,2.43,0.80,0.40,6.86,8.20,3.93,6.61
04-08-2015 => MIL vs CLE,-10.00,10.00,4.89,2.43,6.83,7.21,0.40,0.80,3.14,8.20,6.07,6.61
04-08-2015 => HOU @ SAS,-10.00,-10.00,8.27,2.53,8.18,10.00,0.80,0.90,3.14,8.45,1.08,6.25
04-08-2015 => SAS vs HOU,10.00,10.00,8.18,10.00,8.27,2.53,0.90,0.80,6.86,8.45,8.92,6.25
04-08-2015 => LAL @ DEN,10.00,-10.00,3.33,1.81,3.88,1.81,0.30,0.20,2.15,8.49,0.01,10.00
